,title,price,link
95,"HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual Speakers (MSO, Blue,2.37 kg),fa0998TX  ","65,980",https://amazon.in//HP-i5-12450H-15-6-inch-Speakers-fa0998TX/dp/B0D9HM28T1/ref=sr_1_127?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.GeIc5KKZudlFS8eUoOR0RyUhXann5WEujGaLtUQjNozM4VW5BGv-9-HCmbAcoJZyJG91W55iK1RSxaYfk437xO2_iEgC1BT9Ouc5OkG1V4ryPCxeSiyb6V4R1ysxJaR2qsipwJgACggaaAghDou_u76lf41wmqayKgAYDSmTKQpLiz-LbGtTJ_0c9wh_4tAWIRF8dembhl1H5mX2WDrbZ5wnAmnVuKSHmP9nffQt2I0.lzrVbYeSBVBADp-V7hfq5z-mT338WUnLLECXXsK4ygE&dib_tag=se&keywords=laptop&qid=1725790996&sprefix=lapt%2Caps%2C403&sr=8-127
96,"Lenovo Thinkpad P16s 13th Gen Intel Core i7 16""(40.64 cm) WUXGA IPS 300nits Thin and Light Workstation (16GB/1TB SSD/Windows 11 Pro/Backlit/Villi Black/3Y Premier Support/1.70Kg), 21HKS04W00  ","1,12,990",https://amazon.in//Lenovo-Thinkpad-300nits-Workstation-21HKS04W00/dp/B0D8L2HWCP/ref=sr_1_96?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.rGdf6sz14b0Hyak-3BsVaQ_2Wvk6zKUkiJyA7V0QDvw3YPrn7-bDaI164aXo2KvQY6ibpt5N3Zi830zCdboaYTGRQY-XhgChAhlb9uTgVYQ9oMREkKx5LVc1pDRsGmQEub38bMoxyodvLK7vx_7BFZZ_aJYiUdwHyGQkAa4It_4ZPSFF9PGA5k6HBEgs7fUWT49uAcX5BQRJquxfR9WZlZM1s8m1IN1v1gKDlxRTsI8.VYtTiEALtF0jrRwUvmKd4n6omCMYf7P7QH6_L0KueeM&dib_tag=se&keywords=laptop&qid=1725790979&sprefix=lapt%2Caps%2C403&sr=8-96
97,"(Refurbished) Lenovo V310 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/BT/Webcam/Intel Graphics)  ","14,499",https://amazon.in//Refurbished-Lenovo-Laptop-Windows-Graphics/dp/B0D9C14J6T/ref=sr_1_294?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.SrRjLPUol0oY3CJN18ZrL8ds9aW0bxQlKXWX8SA8W-wcXddaIy2OfV9t75Hjos05hv1I0dg8jol11IATte7nEKRvj3hR8QDeu2YqbkZ76W3Sl5AXsAbPb07M6T-hrLxL1VmWY9Pt0T8FhvF3DO0F5O6LhvgMNC9L8JRGHeA_lHnnaKEuPlBJWQ13Skj272Pbc5p8V-l9DE-FbR0oa-XAF6ODjD73ilzzdda4XsPGCHQ.O2_kWiGG9ILnCd3epYhpn0w8AAF3Ol_Fyfgt_B14iAI&dib_tag=se&keywords=laptop&qid=1722953521&sprefix=lapt%2Caps%2C403&sr=8-294
98,"MSI Prestige 16 AI Studio,Intel Core Ultra 9 185H,Built-in AI,41CM UHD+ OLED Thin and Light Laptop(32GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4060, GDDR6 8GB/Stellar Grey/1.9Kg),B1VFG-069IN  ","1,87,990",https://amazon.in//MSI-Prestige-Windows-GeForce-B1VFG-069IN/dp/B0CTTJ57VW/ref=sr_1_263?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.0JGBPCd9_6fgTmzKWwYol8y0xnDwCeHBY4u8IXaGPS8FzFB5zuBmmFT63kiwG3dOQKleTp72bEPggJEuURtODDjYOTXRxIfFJka9FAmOjEENqIiG38rMY17klClam-2MvVvMGfDIVQB0r8rj1vtnFAFG7D_sfVYk1o7BUmFmOaBHIBS6PpRxfbQvEOXu0SJWck3pIStFwWrQo8ej3lYHVo_RREol9iyd2qiXkN--ED4.CMBDlZaUTeUiua3nXcdcvRT_SZcpNZKONn-F8MF0P10&dib_tag=se&keywords=laptop&qid=1725791101&sprefix=lapt%2Caps%2C403&sr=8-263
99,"Lenovo IdeaPad Slim 3 Intel Core i5-12450H 14"" (35.56cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Arctic Grey/1.37Kg), 83EQ0044IN  ","52,000",https://amazon.in//Lenovo-IdeaPad-i5-12450H-35-56cm-83EQ0044IN/dp/B0CWRSC3HS/ref=sr_1_140?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.kYffEl63eDqJ2e5FpMw63o3hr6MRwY8DvlEy0yabZHvdX4w2DFSg29mdLGlS3sS_8BKEbQ13uDkTYeYmL5FCEJXPm69Zx2Kl1hECPiANZr5S_x8zk2mUksuOTkMLnZ1quGQTyxd5vKJvBmj7TmvOqkaTdY-k3zhzsUJ5W-ypsBFQTuDL_8ntgD9rZ2uVRihH6a-fjDnMSRtG7Ofluxa317Ii8PpXMYu4A5LOcxYFAgc.6Qw9GQXn8eoXRYBEkwwwuI-S2ndNhn4HloD41CjGgv0&dib_tag=se&keywords=laptop&qid=1725791006&sprefix=lapt%2Caps%2C403&sr=8-140
100,"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)  ","19,889",https://amazon.in//Refurbished-HP-Windows-Bluetooth-Graphics/dp/B0CX17V424/ref=sr_1_69?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.QXK4zj89i9tW2ou8oKh9NUGbh_u6eORl0uY7Hq7aMjPmo-vC9DqZeaBpclYCDN5pYPadOYhA1peEGOQten9lcViPj1zU3ku0cypQhh3OmQv9HMpz9hGjpLz1mP_HwEfTaZa2UNqu18nX_dE6kKWEACEXySDX5njpMiLlbQ_7AR7eow4t7cWqiPEyjZDEJMUk-YOnMrZeWvwio-SDBBkaSkXCNLWcdjnz95v8zV2Jdmw.VSHD1Su1g2mo84lMFoTkqfT2MiZPk50CVsrIgRRuEOQ&dib_tag=se&keywords=laptop&qid=1725790967&sprefix=lapt%2Caps%2C403&sr=8-69
101,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FGIN  ","35,990",https://amazon.in//Lenovo-IdeaPad-i3-1215U-Windows-82RJ00FGIN/dp/B0D7ZZGWLB/ref=sr_1_131?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.GeIc5KKZudlFS8eUoOR0RyUhXann5WEujGaLtUQjNozM4VW5BGv-9-HCmbAcoJZyJG91W55iK1RSxaYfk437xO2_iEgC1BT9Ouc5OkG1V4ryPCxeSiyb6V4R1ysxJaR2qsipwJgACggaaAghDou_u76lf41wmqayKgAYDSmTKQpLiz-LbGtTJ_0c9wh_4tAWIRF8dembhl1H5mX2WDrbZ5wnAmnVuKSHmP9nffQt2I0.lzrVbYeSBVBADp-V7hfq5z-mT338WUnLLECXXsK4ygE&dib_tag=se&keywords=laptop&qid=1725790996&sprefix=lapt%2Caps%2C403&sr=8-131
102,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 83BF000UIN  ","61,490",https://amazon.in//Lenovo-IdeaPad-12450H-Backlit-83BF000UIN/dp/B0CFF518HZ/ref=sr_1_67?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.eveZs74pPqbkdoZXtyvRRbZDYCBO4WlWMpaUC8DcK2zBIIwvzQSGXiSVo8WVzCgKSAr6U0TuHQI4YVjNcb4cWo-KC4Iurzywg5ifGXJ7vMKFkj7krb87RMHwzVCjUPybIXLNWRFgK3qyuWJ2aw97WYdUYtEP8U22rULi_rWkDbLcRT35MsuqUp5627Mz5zJ5TDP59eW4NikPty6Yge_h2vM_sw4iLcr3bKOky6FcHYI.8_F17hHKgi9X_fK9wc0VW0lEeBBYbkLGsRgJi8mFIoY&dib_tag=se&keywords=laptop&qid=1725790958&sprefix=lapt%2Caps%2C403&sr=8-67
103,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (16 GB DDR4 RAM/512 GB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","27,990",https://amazon.in//Refurbished-Lenovo-i7-6820HQ-Processor-Bluetooth/dp/B0D9KP134W/ref=sr_1_300?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.XtBGdxVRPSztlojdUWGoXDUOqGyxH68FdN1yxuYkqJgLD7NdFGKotDnizLqPyJZZP4aRjxCCbDJ9jDiUa65z73Zfeo2tFQHJrZDturIkbx3a1CcQpooGR08SI1f34JncpB4odc2a0seIGXSICPBVqvm7mfliKKctxcCyfRZQ4V724SLIMaDP7ve1Fc9qCzwPenabAzyqrAG9IPBeq5v9viJSc2Zoe2MMlEJZmhxWVjg.Fdcbq6TOiEXo4UDa8vN8d572DomVWBZtxWghSjjqHpM&dib_tag=se&keywords=laptop&qid=1725791128&sprefix=lapt%2Caps%2C403&sr=8-300
104,"ASUS Vivobook 16X, 16"" (40.64cm) WUXGA 16:10 60 Hz, Intel Core i5-12500H, Creator Laptop (16GB DDR4/512GB SSD/NVIDIA GeForce RTX 2050/Win 11/Office 2021/Indie Black/1.8 Kg), K3605ZF-MBN545WS  ","57,990",https://amazon.in//ASUS-Vivobook-40-64cm-WUXGA-K3605ZF-MBN545WS/dp/B09TB4Y7SN/ref=sr_1_105?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.K6UQKGaldS5UkrXDaAUBZIgP-Srt7IuJuTeJZoUzVkjiuYvbX9xaeog-rs8kul3kXgd4ih8jT9wSUQYpoeX8igTEzN9bxfZsNaH9SsCE5tRPOu-_-TsXp_LZhX2crxAUKYRFQX_bOF-wGKZg39WnSsqj4e1f8bb2u-AheoW4joTYvmfChl7B2DmN63LaYBz828k9TpF7v59OKLcQknojbvcJ-Que9b9LBRk4MdwGVxg.YMqNe7nlvfMjclaAXrA9H9U4ZoymN3L7c95EYviHwAg&dib_tag=se&keywords=laptop&qid=1725790988&sprefix=lapt%2Caps%2C403&sr=8-105
105,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 64 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","69,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NjUzNTc4ODE1ODk5NjM2OjE3MjI5NTM0NzI6c3BfbXRmOjMwMDE0ODUzNDg3NTMzMjo6MDo6&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXR9HQM%2Fref%3Dsr_1_283_sspa%3Fcrid%3D31O7TOIT00HGT%26dib%3DeyJ2IjoiMSJ9.90CQQhVPQvAYI9jKI1poAnjxtL5yrHty73wFuiBzJ59XETxfcEREtGTzHlUpZ74KUdIw6l7cmZYKosoUo2IQ5AwcYJa1y25-JxL6DtfIjtQfokISBFKbiIrzWafUeNkoEUGxdtDPnJBFd8Mb6murzTTFXz6Gc65W_R4YCOtaxATkzlnNYUiC8qiEsII6OVkfK8PB8JDyGlcSxkbXw8LAAX0ADhqmIrRLerHnKMuO1h4.xWxKfy_q80edeIXYhPLfnMPjXMbx2qi5syNj7i4RrNI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722953472%26sprefix%3Dlapt%252Caps%252C403%26sr%3D8-283-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
106,"(Refurbished) HP EliteBook 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD Display/Windows 11/MS Office/WiFi/BT/Webcam/Intel Graphics)  ","20,500",https://amazon.in//Refurbished-HP-EliteBook-Display-Graphics/dp/B0CY5HYYZG/ref=sr_1_295?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.XtBGdxVRPSztlojdUWGoXDUOqGyxH68FdN1yxuYkqJgLD7NdFGKotDnizLqPyJZZP4aRjxCCbDJ9jDiUa65z73Zfeo2tFQHJrZDturIkbx3a1CcQpooGR08SI1f34JncpB4odc2a0seIGXSICPBVqvm7mfliKKctxcCyfRZQ4V724SLIMaDP7ve1Fc9qCzwPenabAzyqrAG9IPBeq5v9viJSc2Zoe2MMlEJZmhxWVjg.Fdcbq6TOiEXo4UDa8vN8d572DomVWBZtxWghSjjqHpM&dib_tag=se&keywords=laptop&qid=1725791128&sprefix=lapt%2Caps%2C403&sr=8-295
107,(Refurbished) HP 840g3 Elitebook Ultra Light 1.5 KG(6th Gen Intel Core i5 - 6300U /8 GB/1 TB SSD/Windows 10 Pro/Silver /14 Inch Screen)  ,"22,100",https://amazon.in//Renewed-HP-840g3-Elitebook-Ultra/dp/B09F6GB6NV/ref=sr_1_176?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.RQAUexYmgJ1v1IhzIMRU8bd-R8i1cttef0w8pJ2uSDn5wPFFFHI9x-g1jl4HXepHNJTMd_iUwg5fUmAulRU9XBr2yKJ2hmlY-s9EFAYEyMKa1PL9IucRrw_Z2EAnWdy21dmEbRF5IXT9X5YSG9On48y4Rjt27Cg3F5vYWf0CT89S4mAxAxldQjOfV2Yn73MI1_bpri5H6T7Z5caMszFOaWbLw0rFbZXIPqM0u2md_Ps.wNOswZyLoXsqrhFNCpoo99leBv12R6km6s3wmU02Awc&dib_tag=se&keywords=laptop&qid=1725791023&sprefix=lapt%2Caps%2C403&sr=8-176
108,"Lenovo [Smart Choice Ideapad Gaming 3 Laptop AMD Ryzen 5 5500H 15.6"" (39.62Cm) Fhd IPS 300Nits 144Hz (8Gb/512Gb Ssd/Win11/Nvidia RTX 2050 4Gb/Alexa/3 Month Game Pass/Shadow Black/2.32Kg),82K20289In  ","47,990",https://amazon.in//Lenovo-IdeaPad-39-62cm-300nits-82K20289IN/dp/B0CL5L59Z9/ref=sr_1_32?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.jQ45rSAalgADLrFuRMzgY1lQQSHxwAD_09lLsLZuaXlrpY52Bx8Ww16gimTfhMAVWC1W4vlpeXC8fqRqDpwxL-WSFLrByoiyMY_N8RP2ULMTIYMIwr3syHz2tWYUQZOIedsns_uQAvufOZO8iXn_V8VKvORse0jS5MCOTOE6hdJl8cuU9kbXxayX7P_XAETpVMntqhg4CwH0OnVjjBlsRPlQ7RPvj14xUR80DqVzFzc.Gi_HC8p1w006s6VmtskiB2oTV0oonWF7LDW04b1NezI&dib_tag=se&keywords=laptop&qid=1725790928&sprefix=lapt%2Caps%2C403&sr=8-32
109,Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11 / Silver (Grey) / 1 Year Onsite Warranty  ,"28,990",https://amazon.in//Lenovo-V15-3-7320u-Display-Warranty/dp/B09NNQ6DT1/ref=sr_1_250?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.CW91f3WgQEctaDq1Cos5qJoHXVpe-leaobBAxhmp5UCDhHOtbpblfx8jhOkST1JtixgR4zT5Tms804VZjlRrgdNa0I-eFIiWMkod3iaggX9zAz09CQjKvxPtrxkzQKeWKbtTWeFI8_iOzkNh2CQIJVkiRzEI0Ye57eo80VuctPjzpD2ox_1u_hGimbPdM9J44MNUqzMX5bV13UaqSyxFverev6d_rO1mBwJi8SLwPbc.SffMJZMOaSNAwUpIw-E0GNbjs6C_SmgD3UnnsHwi-cA&dib_tag=se&keywords=laptop&qid=1725791086&sprefix=lapt%2Caps%2C403&sr=8-250
110,"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe graphics, FHD camera w/privacy shutter (Win 11, MSO 2021, Silver, 1.59 kg), fd0011TU  ","55,990",https://amazon.in//HP-i5-1335U-15-6-inch-Graphics-fd0011TU/dp/B0C3RCP717/ref=sr_1_197?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.eu8_tfGXnF5ZMawgXzcgTlO9hyydSeO8aka2la_iYzwrW7-XVxXqfBEsK4bRExKuUmljfG2dAjwcxk-iGSijJn_V3k4ntGTziGcirdIzJMv3-KI_Wws73d1Vy1aVVNFLJSSnWMjBa68ErKDAMc28lwxaa_l4JNxOKPObK1YbtCZPgLEnxYsMY4FebD9Hub0JFzJaqmCmiQn7CtEgcypNnjURiOzgp7CnTVdH7YqOutA.5NDiQfOP-q-ARqZHzGUAC5nIKrCHBP50ayyOdcf0qJU&dib_tag=se&keywords=laptop&qid=1725791045&sprefix=lapt%2Caps%2C403&sr=8-197
111,"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (4GB/256GB SDD/Windows 11 Home/1Yr ADP Free/Cloud Grey/1.3Kg), 82V6005CIN  ","20,990",https://amazon.in//Lenovo-IdeaPad-Celeron-Warranty-82V6005CIN/dp/B0C864DPY2/ref=sr_1_49?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.pgwxnnn8oKaiukHbglrzfQfympBGeyZIPayBy8xYokrXDkfYXrpGn5PUW4zjYrCbKE8REGp0VEV0qWUnnH78oV3qyhZL1K_YAssahhSr5FQKNyof-u7r1li1bIuQ5YVzsx-_Fp-OyaZIyq04nTKT8qC1oZiVSfQyQtDMEvHYWwrlPhNqGkuxkuQbC9IMto4NwB1TJCLQacmRyAMFhrFBgFn0NXMLDfNaCT8wF_3vRWM.iU-InOZHqbTybnOASXvwBT-rpwa5dwReZWXXUAD6GU0&dib_tag=se&keywords=laptop&qid=1725790945&sprefix=lapt%2Caps%2C403&sr=8-49
112,"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","52,990",https://amazon.in//Acer-i7-1255U-Premium-Windows-AL15-52/dp/B0D262KC1J/ref=sr_1_133?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.kYffEl63eDqJ2e5FpMw63o3hr6MRwY8DvlEy0yabZHvdX4w2DFSg29mdLGlS3sS_8BKEbQ13uDkTYeYmL5FCEJXPm69Zx2Kl1hECPiANZr5S_x8zk2mUksuOTkMLnZ1quGQTyxd5vKJvBmj7TmvOqkaTdY-k3zhzsUJ5W-ypsBFQTuDL_8ntgD9rZ2uVRihH6a-fjDnMSRtG7Ofluxa317Ii8PpXMYu4A5LOcxYFAgc.6Qw9GQXn8eoXRYBEkwwwuI-S2ndNhn4HloD41CjGgv0&dib_tag=se&keywords=laptop&qid=1725791006&sprefix=lapt%2Caps%2C403&sr=8-133
113,"AVITA Laptop PURA S102 15.6 INCH CELERON 8GB RAM, 512GB SSD  ","18,529",https://amazon.in//AVITA-Laptop-Intel-Celeron-N4020/dp/B0CLP5C1PK/ref=sr_1_149?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.o9pJu9STFfo9Z85aTIhs9bROQN1dfkyOh0h3rehkjEyJ8fK_40E6G6rP3bw0fmK_3hPRY20bekuA2kwc7UGzm6WUtubuUtY-Jbcc6uoOOZi0t-SzV_A8CaQqP0Hxeq_ju6cQ2hZU_g4_BHPeg34_VhZOgnhvhRxa2--hjmTkSiBIc2k45C8uQZIt28Y9LPbnL1EshaTuniwnYbymZ1zISwHrS2XLZb6Mpvs4gKOHkm8.ixs2H-pbLOBBZVVNZczoca5EBwxrJ4opkoL8Mp10lmw&dib_tag=se&keywords=laptop&qid=1725791014&sprefix=lapt%2Caps%2C403&sr=8-149
114,"Dell Gaming G15-5530 Laptop, Intel 13th Gen i7-13650HX Processor, 16GB DDR5 + 1TB SSD, NVIDIA RTX 3050 6 GB GDDR6, 15.6"" (39.62cm) FHD Narrow 120Hz, 4-Zone RGB Backlit KB, Dark Shadow Gray, 2.65 Kg  ","1,00,424",https://amazon.in//Dell-G15-5530-i7-13650HX-Processor-39-62cm/dp/B0D836HWHX/ref=sr_1_258?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.CW91f3WgQEctaDq1Cos5qJoHXVpe-leaobBAxhmp5UCDhHOtbpblfx8jhOkST1JtixgR4zT5Tms804VZjlRrgdNa0I-eFIiWMkod3iaggX9zAz09CQjKvxPtrxkzQKeWKbtTWeFI8_iOzkNh2CQIJVkiRzEI0Ye57eo80VuctPjzpD2ox_1u_hGimbPdM9J44MNUqzMX5bV13UaqSyxFverev6d_rO1mBwJi8SLwPbc.SffMJZMOaSNAwUpIw-E0GNbjs6C_SmgD3UnnsHwi-cA&dib_tag=se&keywords=laptop&qid=1725791086&sprefix=lapt%2Caps%2C403&sr=8-258
115,"(Refurbished) Fujitsu Laptop H770 Intel QuadCore i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (64GB RAM/128GB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3ODI5NTIyOTQyMTY3NDI4OjE3MjU3OTEwNjc6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc2MDMyOjowOjo&url=%2FRefurbished-Fujitsu-QuadCore-E3-1505M-Processor4GB%2Fdp%2FB0DC46YJTF%2Fref%3Dsr_1_209_sspa%3Fcrid%3D31O7TOIT00HGT%26dib%3DeyJ2IjoiMSJ9.9BfeDPqCLBftPEjqkrRVwaocQVanhYqtiZsRnJro9Q-TgPNXhSOLVzEoQWmTXuX85_tkasRi3BY0rVph6YMrwehDzGv371YyUZ7_Ttrco7EmVIA-iZoiwZSgDQWiQTLfFWNDWCNPxq0pWD7NxlhDAaKD650HrvC48jq8rMFru-S4baUQZHewuGp8hoEQSoYbj5sgcqQ1rp7QnXO3k1NyOWGWG1DO3HBnEgWOjlL91Lo.SQlYMOYEOGAwi1azxQ6gL75icjiH6AoATWGenS3AP4Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725791067%26sprefix%3Dlapt%252Caps%252C403%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
116,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (16 GB DDR4 RAM/128 GB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","29,390",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTc5NTY5Njc2NTk4NDA1OjE3MjU3OTA5NTg6c3BfbXRmOjMwMDI2MDgxODgzODczMjo6MDo6&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KPC3CX%2Fref%3Dsr_1_59_sspa%3Fcrid%3D31O7TOIT00HGT%26dib%3DeyJ2IjoiMSJ9.eveZs74pPqbkdoZXtyvRRbZDYCBO4WlWMpaUC8DcK2zBIIwvzQSGXiSVo8WVzCgKSAr6U0TuHQI4YVjNcb4cWo-KC4Iurzywg5ifGXJ7vMKFkj7krb87RMHwzVCjUPybIXLNWRFgK3qyuWJ2aw97WYdUYtEP8U22rULi_rWkDbLcRT35MsuqUp5627Mz5zJ5TDP59eW4NikPty6Yge_h2vM_sw4iLcr3bKOky6FcHYI.8_F17hHKgi9X_fK9wc0VW0lEeBBYbkLGsRgJi8mFIoY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725790958%26sprefix%3Dlapt%252Caps%252C403%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
117,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","38,990",https://amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_76?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.QXK4zj89i9tW2ou8oKh9NUGbh_u6eORl0uY7Hq7aMjPmo-vC9DqZeaBpclYCDN5pYPadOYhA1peEGOQten9lcViPj1zU3ku0cypQhh3OmQv9HMpz9hGjpLz1mP_HwEfTaZa2UNqu18nX_dE6kKWEACEXySDX5njpMiLlbQ_7AR7eow4t7cWqiPEyjZDEJMUk-YOnMrZeWvwio-SDBBkaSkXCNLWcdjnz95v8zV2Jdmw.VSHD1Su1g2mo84lMFoTkqfT2MiZPk50CVsrIgRRuEOQ&dib_tag=se&keywords=laptop&qid=1725790967&sprefix=lapt%2Caps%2C403&sr=8-76
118,"Dell Vostro 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg  ","54,900",https://amazon.in//Dell-Generation-i5-1334U-Processor-39-62cm/dp/B0D46QQHW6/ref=sr_1_153?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.o9pJu9STFfo9Z85aTIhs9bROQN1dfkyOh0h3rehkjEyJ8fK_40E6G6rP3bw0fmK_3hPRY20bekuA2kwc7UGzm6WUtubuUtY-Jbcc6uoOOZi0t-SzV_A8CaQqP0Hxeq_ju6cQ2hZU_g4_BHPeg34_VhZOgnhvhRxa2--hjmTkSiBIc2k45C8uQZIt28Y9LPbnL1EshaTuniwnYbymZ1zISwHrS2XLZb6Mpvs4gKOHkm8.ixs2H-pbLOBBZVVNZczoca5EBwxrJ4opkoL8Mp10lmw&dib_tag=se&keywords=laptop&qid=1725791014&sprefix=lapt%2Caps%2C403&sr=8-153
119,"MSI CreatorPro X17 HX, Intel 13th Gen. i9-13980HX,44CM UHD 144Hz Mini LED Creator Laptop (64GB/4TB NVMe SSD/Windows 11 Pro/NVIDIA RTX™ 3500 Ada, GDDR6 12GB/Core Black/3.3Kg), A13VKS-249IN  ","4,59,990",https://amazon.in//MSI-CreatorPro-i9-13980HX-Creator-A13VKS-249IN/dp/B0CD7GZD42/ref=sr_1_288?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.9dDy7SOj3BcxxiheQs7Wj7tofU7BqgS7kZn-rcFGnYZ8os-uEnbiMLPm4uuC-c7HsVWa3avi2aGI4KXmQHMwDjJBD3NSIg1CfmhvbUCc-2Cn2jrS90rQyK-p69pZFuBH_hMbNSrg28M3H7uFrxdeig_025C9DUjhapeWYh8ndZdKWCjpekADFk5SUQZiqknO-sUs1UVA3W-VrD8WrnuAI6PnsZed_1aOoWNnMr9JBxw.zVlKiKwIWrxDsXmyxRnw5CEn-jO9V-GbkQ0KzM5RwSs&dib_tag=se&keywords=laptop&qid=1725791116&sprefix=lapt%2Caps%2C403&sr=8-288
